anzahl;vorname;geschlecht;position
3;Thorsten;m;2
3;Till;m;2
3;Yunus;m;2
3;Aaliyah;w;1
3;Adelina;w;1
3;Aida;w;1
3;Ajla;w;1
3;Alaa;w;1
3;Alba;w;1
3;Alexa;w;1
3;Almira;w;1
3;Alya;w;1
3;Amilia;w;1
3;Annabell;w;1
3;Annelie;w;1
3;Asiya;w;1
3;Beren;w;1
3;Beyza;w;1
3;Catalina;w;1
3;Celine;w;1
3;Ceren;w;1
3;Ceyda;w;1
3;Christina;w;1
3;Clarissa;w;1
3;Damla;w;1
3;Dana;w;1
3;Despina;w;1
3;Destiny;w;1
3;Dilay;w;1
3;Ece;w;1
3;Eliz;w;1
3;Ellie;w;1
3;Elodie;w;1
3;Elsa;w;1
3;Emilya;w;1
3;Enya;w;1
3;Esma;w;1
3;Esra;w;1
3;Evelyn;w;1
3;Evin;w;1
3;Feline;w;1
3;Filippa;w;1
3;Franka;w;1
3;Gloria;w;1
3;Hailey;w;1
3;Alejandro;m;1
3;Hana;w;1
3;Alois;m;1
3;Helene;w;1
3;Alp;m;1
3;Henriette;w;1
3;Alparslan;m;1
3;Hilal;w;1
3;Alperen;m;1
3;Hosna;w;1
3;Amos;m;1
3;Ikra;w;1
3;Aran;m;1
3;Inaya;w;1
3;Ari;m;1
3;Inga;w;1
3;Armin;m;1
3;Irem;w;1
3;Ayan;m;1
3;Iva;w;1
3;Bastian;m;1
3;Ivy;w;1
3;Bent;m;1
3;Jonna;w;1
3;Berkay;m;1
3;Josephin;w;1
3;Boris;m;1
3;Juli;w;1
3;Brian;m;1
3;Karolina;w;1
3;Cem;m;1
3;Khadija;w;1
3;Collin;m;1
3;Kiana;w;1
3;Cristiano;m;1
3;Kim;w;1
3;Darin;m;1
3;Lale;w;1
3;Davin;m;1
3;Leandra;w;1
3;Dennis;m;1
3;Leila;w;1
3;Devin;m;1
3;Lenja;w;1
3;Devran;m;1
3;Leona;w;1
3;Devrim;m;1
3;Leonora;w;1
3;Dian;m;1
3;Leticia;w;1
3;Dominic;m;1
3;Lilou;w;1
3;Eduard;m;1
3;Lin;w;1
3;Edward;m;1
3;Loki;w;1
3;Elia;m;1
3;Lola;w;1
3;Elliot;m;1
3;Lucie;w;1
3;Elvin;m;1
3;Maila;w;1
3;Elyesa;m;1
3;Mariana;w;1
3;Emiliano;m;1
3;Medine;w;1
3;Ertuğrul;m;1
3;Melike;w;1
3;Falk;m;1
3;Meyra;w;1
3;Fatih;m;1
3;Milou;w;1
3;Felipe;m;1
3;Nadia;w;1
3;Flavio;m;1
3;Nahla;w;1
3;Francesco;m;1
3;Naya;w;1
3;Gabriele;m;1
3;Nayla;w;1
3;George;m;1
3;Nazlı;w;1
3;Gianluca;m;1
3;Nelly;w;1
3;Gianni;m;1
3;Noelia;w;1
3;Hanno;m;1
3;Norah;w;1
3;Ilja;m;1
3;Pina;w;1
3;Ioannis;m;1
3;Polly;w;1
3;Ishak;m;1
3;Rabia;w;1
3;Iyed;m;1
3;Rana;w;1
3;Jaron;m;1
3;Rebecca;w;1
3;Jawad;m;1
3;Safa;w;1
3;Jordan;m;1
3;Salma;w;1
3;Joseph;m;1
3;Sena;w;1
3;Justin;m;1
3;Shana;w;1
3;Karol;m;1
3;Sıla;w;1
3;Laurenz;m;1
3;Simay;w;1
3;Laurin;m;1
3;Tara;w;1
3;Leano;m;1
3;Tasnim;w;1
3;Leif;m;1
3;Valerie;w;1
3;Lino;m;1
3;Viola;w;1
3;Lorenz;m;1
3;Yaren;w;1
3;Lorik;m;1
3;Yağmur;w;1
3;Luano;m;1
3;Youssra;w;1
3;Magnus;m;1
3;Malek;m;1
3;Marcello;m;1
3;Mario;m;1
3;Mathias;m;1
3;Matthis;m;1
3;Melih;m;1
3;Mete;m;1
3;Metehan;m;1
3;Mikael;m;1
3;Mike;m;1
3;Mirac;m;1
3;Moses;m;1
3;Moussa;m;1
3;Muhammad;m;1
3;Musa;m;1
3;Nathan;m;1
3;Nelson;m;1
3;Nikita;m;1
3;Nuno;m;1
3;Nuri;m;1
3;Onur;m;1
3;Osman;m;1
3;Patrick;m;1
3;Phileas;m;1
3;Phillip;m;1
3;Rion;m;1
3;Rosario;m;1
3;Seyyid;m;1
3;Sinan;m;1
3;Sivan;m;1
3;Talha;m;1
3;Taro;m;1
3;Teo;m;1
3;Thore;m;1
3;Til;m;1
3;Willem;m;1
3;William;m;1
3;Yakup;m;1
3;Yassin;m;1
3;Yigit;m;1
3;Yunes;m;1
2;Hubertus;m;4
2;Katharina;w;4
2;Toku;m;4
2;Angelika;w;3
2;Anna;w;3
2;Barbara;w;3
2;Adem;m;3
2;Carla;w;3
2;Alfons;m;3
2;Emilie;w;3
2;Ali;m;3
2;Gerda;w;3
2;Andreas;m;3
2;Gisela;w;3
2;Arthur;m;3
2;Helene;w;3
2;Ben;m;3
2;Johanne;w;3
2;Dieter;m;3
2;Katharina;w;3
2;Elias;m;3
2;Lou;w;3
2;Friedrich;m;3
2;Louise;w;3
2;Georg;m;3
2;Rose;w;3
2;Hakan;m;3
2;Sofia;w;3
2;Heinrich;m;3
2;Tomova;w;3
2;Hermann;m;3
2;Viktoria;w;3
2;Jakob;m;3
2;Joachim;m;3
2;Julius;m;3
2;Kasimir;m;3
2;Khoa;m;3
2;Manfred;m;3
2;Maria;m;3
2;Noah;m;3
2;Oskar;m;3
2;Rainer;m;3
2;Salem;m;3
2;Severin;m;3
2;Walter;m;3
2;Werner;m;3
2;;w;2
2;Adriana;w;2
2;Agnieszka;w;2
2;Agrippina;w;2
2;Aleksandrova;w;2
2;Alessia;w;2
2;Alexia;w;2
2;Alice;w;2
2;Alva;w;2
2;Amalie;w;2
2;Amira;w;2
2;Andrea;w;2
2;Angelika;w;2
2;Anita;w;2
2;Annabelle;w;2
2;Anni;w;2
2;Apollonia;w;2
2;Aria;w;2
2;Ariana;w;2
2;Astrid;w;2
2;Avin;w;2
2;Aylin;w;2
2;Babette;w;2
2;Banu;w;2
2;Carina;w;2
2;Carla;w;2
2;Carolin;w;2
2;Carolina;w;2
2;Caroline;w;2
2;Chanel;w;2
2;Cheyenne;w;2
2;Christina;w;2
2;Concetta;w;2
2;Cristina;w;2
2;Denisa;w;2
2;Diana;w;2
2;Doris;w;2
2;Ece;w;2
2;Eda;w;2
2;Elfi;w;2
2;Eliz;w;2
2;Ellen;w;2
2;Emma;w;2
2;Esila;w;2
2;Eve;w;2
2;Eylül;w;2
2;Fabienne;w;2
2;Felice;w;2
2;Felicia;w;2
2;Feline;w;2
2;Filippa;w;2
2;Fiona;w;2
2;Gabriella;w;2
2;Gisèle;w;2
2;Helen;w;2
2;Hifa;w;2
2;Ilse;w;2
2;Ina;w;2
2;Ingeborg;w;2
2;Ivanova;w;2
2;Jael;w;2
2;Jana;w;2
2;Jane;w;2
2;Jolene;w;2
2;Joline;w;2
2;Josefin;w;2
2;June;w;2
2;Kaja;w;2
2;Karla;w;2
2;Karlotta;w;2
2;Kim;w;2
2;Konstantina;w;2
2;Kübra;w;2
2;Larissa;w;2
2;Laura;w;2
2;Li;w;2
2;Lidia;w;2
2;;m;2
2;Lieselotte;w;2
2;Abdullah;m;2
2;Lili;w;2
2;Abraham;m;2
2;Lilly;w;2
2;Adrien;m;2
2;Linnea;w;2
2;Ahmad;m;2
2;Liz;w;2
2;Alan;m;2
2;Loni;w;2
2;Alfons;m;2
2;Lorena;w;2
2;Alois;m;2
2;Lorin;w;2
2;Alper;m;2
2;Lucy;w;2
2;Ammar;m;2
2;Luna;w;2
2;Antonino;m;2
2;Lynn;w;2
2;Antonius;m;2
2;Magdalene;w;2
2;Arda;m;2
2;Malin;w;2
2;Arif;m;2
2;Margareta;w;2
2;Armin;m;2
2;Mariam;w;2
2;Arne;m;2
2;Mariana;w;2
2;Arno;m;2
2;Marianna;w;2
2;Arthur;m;2
2;Marianne;w;2
2;Asaf;m;2
2;Marlen;w;2
2;Ata;m;2
2;Marli;w;2
2;Aurelius;m;2
2;Mathea;w;2
2;Ayaz;m;2
2;Maya;w;2
2;Azim;m;2
2;Melin;w;2
2;Baki;m;2
2;Mercan;w;2
2;Balthasar;m;2
2;Meryem;w;2
2;Bela;m;2
2;Meta;w;2
2;Benito;m;2
2;Milla;w;2
2;Bentley;m;2
2;Minou;w;2
2;Bjarne;m;2
2;Nerea;w;2
2;Canel;m;2
2;Nicole;w;2
2;Carmine;m;2
2;Noa;w;2
2;Casper;m;2
2;Panagiota;w;2
2;Chris;m;2
2;Penelope;w;2
2;Christos;m;2
2;Philine;w;2
2;Cihan;m;2
2;Polly;w;2
2;Colin;m;2
2;Ravza;w;2
2;Dennis;m;2
2;Rebecca;w;2
2;Derek;m;2
2;Regina;w;2
2;Diego;m;2
2;Renée;w;2
2;Dursun;m;2
2;Ria;w;2
2;Ege;m;2
2;Ricarda;w;2
2;Elian;m;2
2;Rosemarie;w;2
2;Eliano;m;2
2;Ruby;w;2
2;Elija;m;2
2;Rüya;w;2
2;Emanuel;m;2
2;Sadar;w;2
2;Emmanuel;m;2
2;Sahra;w;2
2;Emmett;m;2
2;Salome;w;2
2;Engelbert;m;2
2;Sarah;w;2
2;Enzo;m;2
2;Selma;w;2
2;Ertuğrul;m;2
2;Serra;w;2
2;Fabio;m;2
2;Serwaa;w;2
2;Fevzi;m;2
2;Sofi;w;2
2;Filip;m;2
2;Soraya;w;2
2;Fred;m;2
2;Stine;w;2
2;Friedemann;m;2
2;Susan;w;2
2;Gerald;m;2
2;Susanne;w;2
2;Gerhard;m;2
2;Tamara;w;2
2;Giancarlo;m;2
2;Teresa;w;2
2;Giuliano;m;2
2;Thalia;w;2
2;Günter;m;2
2;Tilda;w;2
2;Han;m;2
2;Trixi;w;2
2;Hannes;m;2
2;Valerie;w;2
2;Hans;m;2
2;Vanessa;w;2
2;Heinz;m;2
2;Vincenza;w;2
2;Helmut;m;2
2;Yasmin;w;2
2;Henning;m;2
2;Zehra;w;2
2;Hugo;m;2
2;Zoey;w;2
2;Hussein;m;2
2;Zümra;w;2
2;Ilay;m;2
2;Ilyas;m;2
2;Immanuel;m;2
2;Ismail;m;2
2;Ivo;m;2
2;Jack;m;2
2;Jackson;m;2
2;Jacques;m;2
2;Jamal;m;2
2;Janek;m;2
2;Jannik;m;2
2;Jari;m;2
2;Jason;m;2
2;Jay;m;2
2;Jeremia;m;2
2;Jesper;m;2
2;Jim;m;2
2;Joe;m;2
2;Jon;m;2
2;Jorge;m;2
2;Joris;m;2
2;Jules;m;2
2;Junior;m;2
2;Kadir;m;2
2;Kamal;m;2
2;Karl-Heinz;m;2
2;Kaspar;m;2
2;Kayden;m;2
2;Kağan;m;2
2;Konrad;m;2
2;Kristian;m;2
2;Laurin;m;2
2;Leonel;m;2
2;Leonhard;m;2
2;Levin;m;2
2;Lino;m;2
2;Lio;m;2
2;Lorenzo;m;2
2;Ludwig;m;2
2;Luiz;m;2
2;Mahir;m;2
2;Marcus;m;2
2;Marian;m;2
2;Mark;m;2
2;Marvin;m;2
2;Matheo;m;2
2;Mathis;m;2
2;Matthes;m;2
2;Matti;m;2
2;Maurice;m;2
2;Mica;m;2
2;Mihai;m;2
2;Milchev;m;2
2;Minh;m;2
2;Miraç;m;2
2;Mohammed;m;2
2;Nabil;m;2
2;Nathaniel;m;2
2;Neo;m;2
2;Nicholas;m;2
2;Niclas;m;2
2;Nikolas;m;2
2;Noan;m;2
2;Norbert;m;2
2;Nouri;m;2
2;Ove;m;2
2;Petrov;m;2
2;Rafael;m;2
2;Reinhold;m;2
2;Ricardo;m;2
2;Riza;m;2
2;Roberto;m;2
2;Roger;m;2
2;Ruben;m;2
2;Ryan;m;2
2;Salim;m;2
2;Salvador;m;2
2;Sam;m;2
2;Samson;m;2
2;Selim;m;2
2;Sky;m;2
2;Steffen;m;2
2;Taylan;m;2
2;Tiberius;m;2
2;Timm;m;2
2;Titus;m;2
2;Toprak;m;2
2;Vincenzo;m;2
2;Vito;m;2
2;Vitus;m;2
2;Volker;m;2
2;Willi;m;2
2;Wojciech;m;2
2;Zain;m;2
2;Étienne;m;2
2;Aaliya;w;1
2;Adama;w;1
2;Adar;w;1
2;Adea;w;1
2;Aimée;w;1
2;Aischa;w;1
2;Aisha;w;1
2;Alana;w;1
2;Alea;w;1
2;Alenia;w;1
2;Aliyah;w;1
2;Amal;w;1
2;Amely;w;1
2;Amra;w;1
2;Anastasija;w;1
2;Andia;w;1
2;Angela;w;1
2;Anita;w;1
2;Anna-Lena;w;1
2;Annabel;w;1
2;Antonie;w;1
2;Aria;w;1
2;Arya;w;1
2;Asia;w;1
2;Asli;w;1
2;Asmin;w;1
2;Ayda;w;1
2;Ayça;w;1
2;Ayşe;w;1
2;Barbara;w;1
2;Belinay;w;1
2;Berenike;w;1
2;Beritan;w;1
2;Berra;w;1
2;Betty;w;1
2;Cansu;w;1
2;Carlie;w;1
2;Caroline;w;1
2;Cathy;w;1
2;Celin;w;1
2;Chanel;w;1
2;Chayenne;w;1
2;Abdallah;m;1
2;Cheyenne;w;1
2;Abdulrahman;m;1
2;Christine;w;1
2;Abdurahman;m;1
2;Cora;w;1
2;Abdurrahman;m;1
2;Cécilia;w;1
2;Abraham;m;1
2;Céline;w;1
2;Adian;m;1
2;Dalina;w;1
2;Adnan;m;1
2;Daniela;w;1
2;Aidan;m;1
2;Darina;w;1
2;Aiden;m;1
2;Davina;w;1
2;Ajan;m;1
2;Debora;w;1
2;Alaz;m;1
2;Delia;w;1
2;Aleksandar;m;1
2;Delina;w;1
2;Alen;m;1
2;Dila;w;1
2;Aliyar;m;1
2;Dorothea;w;1
2;Alpaslan;m;1
2;Dunya;w;1
2;Amiel;m;1
2;Eden;w;1
2;Ammar;m;1
2;Edina;w;1
2;Anas;m;1
2;Egzona;w;1
2;Andrei;m;1
2;Ekaterina;w;1
2;André;m;1
2;Elaine;w;1
2;Angelos;m;1
2;Elara;w;1
2;Anthony;m;1
2;Elea;w;1
2;Antonius;m;1
2;Elenia;w;1
2;Antony;m;1
2;Eleysa;w;1
2;Aram;m;1
2;Eliana;w;1
2;Arjen;m;1
2;Elida;w;1
2;Artiom;m;1
2;Elisea;w;1
2;Asan;m;1
2;Elizabeth;w;1
2;Asım;m;1
2;Elizan;w;1
2;Ata;m;1
2;Elmira;w;1
2;Atakan;m;1
2;Emel;w;1
2;Aurelio;m;1
2;Emine;w;1
2;Ayas;m;1
2;Enie;w;1
2;Ayoub;m;1
2;Esin;w;1
2;Azad;m;1
2;Estelle;w;1
2;Bajram;m;1
2;Evelin;w;1
2;Baldur;m;1
2;Fabienne;w;1
2;Batuhan;m;1
2;Fanta;w;1
2;Beran;m;1
2;Fatma;w;1
2;Bernardo;m;1
2;Felicia;w;1
2;Burak;m;1
2;Felina;w;1
2;Buray;m;1
2;Feride;w;1
2;Béla;m;1
2;Fine;w;1
2;Bünyamin;m;1
2;Fleur;w;1
2;Carlos;m;1
2;Florentina;w;1
2;Chahine;m;1
2;Francesca;w;1
2;Christos;m;1
2;Gabriela;w;1
2;Ciro;m;1
2;Giada;w;1
2;Connor;m;1
2;Gjemile;w;1
2;Dalyan;m;1
2;Gretchen;w;1
2;Damien;m;1
2;Hajar;w;1
2;Damir;m;1
2;Halime;w;1
2;Dan;m;1
2;Hanne;w;1
2;Daniele;m;1
2;Hayat;w;1
2;Danilo;m;1
2;Hedda;w;1
2;Darko;m;1
2;Hedi;w;1
2;Demba;m;1
2;Hiba;w;1
2;Denis;m;1
2;Hilda;w;1
2;Dimitar;m;1
2;Hilde;w;1
2;Dino;m;1
2;Ilenia;w;1
2;Dion;m;1
2;Ileyna;w;1
2;Diyako;m;1
2;Ilvy;w;1
2;Diyar;m;1
2;Imke;w;1
2;Don;m;1
2;Ines;w;1
2;Dylan;m;1
2;İrem;w;1
2;Dzenan;m;1
2;Isa;w;1
2;Eddie;m;1
2;Isra;w;1
2;Eldin;m;1
2;Ivana;w;1
2;Eliyas;m;1
2;Ivie;w;1
2;Enrique;m;1
2;Iwa;w;1
2;Eris;m;1
2;Jael;w;1
2;Eyüp;m;1
2;Janna;w;1
2;Faris;m;1
2;Janne;w;1
2;Fernando;m;1
2;Jasmina;w;1
2;Ferris;m;1
2;Jean;w;1
2;Finnick;m;1
2;Jil;w;1
2;Flint;m;1
2;Jill;w;1
2;Fred;m;1
2;Joan;w;1
2;Fridolin;m;1
2;Joline;w;1
2;Furkan;m;1
2;Jona;w;1
2;Gaetano;m;1
2;Judith;w;1
2;Georgios;m;1
2;Jula;w;1
2;Gero;m;1
2;Juliana;w;1
2;Gian;m;1
2;Kaia;w;1
2;Giovanni;m;1
2;Kamila;w;1
2;Gregor;m;1
2;Karoline;w;1
2;Gustaf;m;1
2;Kenza;w;1
2;Gustav;m;1
2;Kowsar;w;1
2;Güney;m;1
2;Kristina;w;1
2;Habib;m;1
2;Lahja;w;1
2;Hanna;m;1
2;Lania;w;1
2;Hannnes;m;1
2;Larin;w;1
2;Hans;m;1
2;Larisa;w;1
2;Hector;m;1
2;Layla;w;1
2;Henning;m;1
2;Lejla;w;1
2;Hüseyin;m;1
2;Leoni;w;1
2;İbrahim;m;1
2;Levke;w;1
2;Ilian;m;1
2;Leyna;w;1
2;Ilija;m;1
2;Lidia;w;1
2;Ilkay;m;1
2;Lieselotte;w;1
2;İlyas;m;1
2;Lili;w;1
2;İsa;m;1
2;Lille;w;1
2;Isai;m;1
2;Lillian;w;1
2;İshak;m;1
2;Lio;w;1
2;Iyad;m;1
2;Liora;w;1
2;Jack;m;1
2;Lisann;w;1
2;Jalil;m;1
2;Lisbeth;w;1
2;Jari;m;1
2;Liselotte;w;1
2;Jarik;m;1
2;Liva;w;1
2;Jeremy;m;1
2;Lordina;w;1
2;Joan;m;1
2;Lotti;w;1
2;Johnny;m;1
2;Lucile;w;1
2;Jonne;m;1
2;Luzi;w;1
2;Jorik;m;1
2;Luzie;w;1
2;Junes;m;1
2;Lya;w;1
2;Jusuf;m;1
2;Maali;w;1
2;Kacper;m;1
2;Mahinur;w;1
2;Karam;m;1
2;Maia;w;1
2;Keno;m;1
2;Maide;w;1
2;Khaled;m;1
2;Malea;w;1
2;Khalil;m;1
2;Manal;w;1
2;Kiano;m;1
2;Margarethe;w;1
2;Kirill;m;1
2;Marieke;w;1
2;Kiyan;m;1
2;Marilou;w;1
2;Knut;m;1
2;Maroua;w;1
2;Konstantinos;m;1
2;Marwa;w;1
2;Kristian;m;1
2;Mathilde;w;1
2;Kubilay;m;1
2;Maxi;w;1
2;Lean;m;1
2;Maxima;w;1
2;Leart;m;1
2;May;w;1
2;Leonel;m;1
2;Melanie;w;1
2;Leonid;m;1
2;Melda;w;1
2;Levy;m;1
2;Melinda;w;1
2;Lewin;m;1
2;Mercy;w;1
2;Livan;m;1
2;Meva;w;1
2;Logan;m;1
2;Mia-Sophie;w;1
2;Lorenzo;m;1
2;Mihrimah;w;1
2;Lounis;m;1
2;Mileen;w;1
2;Luc;m;1
2;Mimi;w;1
2;Luigi;m;1
2;Minea;w;1
2;Luk;m;1
2;Minel;w;1
2;Lunis;m;1
2;Miral;w;1
2;László;m;1
2;Mo;w;1
2;Mads;m;1
2;Nada;w;1
2;Mailo;m;1
2;Nala;w;1
2;Mak;m;1
2;Naomi;w;1
2;Makdad;m;1
2;Nelia;w;1
2;Marlo;m;1
2;Nena;w;1
2;Marten;m;1
2;Neyla;w;1
2;Matias;m;1
2;Nike;w;1
2;Maximiliano;m;1
2;Nikita;w;1
2;Melvin;m;1
2;Nil;w;1
2;Mervan;m;1
2;Noor;w;1
2;Micha;m;1
2;Oliwia;w;1
2;Migel;m;1
2;Ona;w;1
2;Milad;m;1
2;Palina;w;1
2;Milano;m;1
2;Paola;w;1
2;Milat;m;1
2;Pippa;w;1
2;Milow;m;1
2;Piya;w;1
2;Mirkan;m;1
2;Pola;w;1
2;Mirza;m;1
2;Polina;w;1
2;Muhamed;m;1
2;Princess;w;1
2;Murat;m;1
2;Rachel;w;1
2;Musab;m;1
2;Rahel;w;1
2;Mussa;m;1
2;Ravza;w;1
2;Nabil;m;1
2;Raya;w;1
2;Nael;m;1
2;Reyyan;w;1
2;Nikan;m;1
2;Riley;w;1
2;Nikodem;m;1
2;Rim;w;1
2;Nima;m;1
2;Rojda;w;1
2;Noam;m;1
2;Romayssa;w;1
2;Noan;m;1
2;Romi;w;1
2;Noar;m;1
2;Romina;w;1
2;Nolan;m;1
2;Rosel;w;1
2;Noé;m;1
2;Rosie;w;1
2;Odin;m;1
2;Roya;w;1
2;Oğuz;m;1
2;Roza;w;1
2;Pascal;m;1
2;Rubi;w;1
2;Peer;m;1
2;Rüya;w;1
2;Pit;m;1
2;Sabah;w;1
2;Raffaele;m;1
2;Sahar;w;1
2;Rami;m;1
2;Samantha;w;1
2;Ramon;m;1
2;Samiya;w;1
2;Remo;m;1
2;Sare;w;1
2;Riad;m;1
2;Sarina;w;1
2;Rian;m;1
2;Saya;w;1
2;Rico;m;1
2;Semra;w;1
2;Roberto;m;1
2;Sevda;w;1
2;Romeo;m;1
2;Shams;w;1
2;Roni;m;1
2;Shanaya;w;1
2;Ruven;m;1
2;Sharon;w;1
2;Salih;m;1
2;Shirin;w;1
2;Salim;m;1
2;Sidra;w;1
2;Sammy;m;1
2;Silviya;w;1
2;Samy;m;1
2;Sina;w;1
2;Sandro;m;1
2;Sinem;w;1
2;Santino;m;1
2;Sira;w;1
2;Sem;m;1
2;Stephanie;w;1
2;Seyed;m;1
2;Sumaya;w;1
2;Seyit;m;1
2;Sumeja;w;1
2;Simeon;m;1
2;Svea;w;1
2;Siyar;m;1
2;Tabea;w;1
2;Sofian;m;1
2;Talia;w;1
2;Soufian;m;1
2;Taliya;w;1
2;Syed;m;1
2;Tamara;w;1
2;Tammo;m;1
2;Tiara;w;1
2;Tekin;m;1
2;Toni;w;1
2;Thorben;m;1
2;Tuba;w;1
2;Tiam;m;1
2;Uma;w;1
2;Timm;m;1
2;Veronika;w;1
2;Tino;m;1
2;Vesna;w;1
2;Tizian;m;1
2;Viana;w;1
2;Tolga;m;1
2;Vittoria;w;1
2;Toprak;m;1
2;Viyan;w;1
2;Valerio;m;1
2;Wilma;w;1
2;Viktor;m;1
2;Yael;w;1
2;Vitus;m;1
2;Yamina;w;1
2;Walid;m;1
2;Yasmina;w;1
2;Wasim;m;1
2;Yasmine;w;1
2;Willi;m;1
2;Zelal;w;1
2;Yannis;m;1
2;Zeyna;w;1
2;Yavuz;m;1
2;Zina;w;1
2;Yonah;m;1
2;Zofia;w;1
2;Yoshua;m;1
2;Özge;w;1
2;Yusein;m;1
2;Şefika;w;1
2;Yuşa;m;1
2;Ziad;m;1
1;Maria;m;7
1;Maria;w;7
1;Sixtus;m;6
1;Elisabeth;w;6
1;Nikolaus;w;6
1;Adedoyin;m;5
1;Jakob;w;5
1;Adrian;m;5
1;Josephine;w;5
1;Conan;m;5
1;Stephanie;w;5
1;Davit;m;5
1;Victor;m;5
1;Eliza;w;4
1;Afom;m;4
1;Erna;w;4
1;Alfred;m;4
1;Ferdinande;w;4
1;Alvaro;m;4
1;Ingrid;w;4
1;Amatus;m;4
1;Irene;w;4
1;Bombastus;m;4
1;Jolie;w;4
1;Bruno;m;4
1;Maria;w;4
1;Eberhard;m;4
1;Marie;w;4
1;Eddin;m;4
1;Micheline;w;4
1;Eliah;m;4
1;Moritz;w;4
1;Franko;m;4
1;Pantera;w;4
1;Gamal;m;4
1;Pauline;w;4
1;Jakob;m;4
1;Petra;w;4
1;Karl;m;4
1;Sophie;w;4
1;Mael;m;4
1;Teresa;w;4
1;Maria;m;4
1;Martin;m;4
1;Maxim;m;4
1;Maximilian;m;4
1;Nassar;m;4
1;Nikolaus;m;4
1;Olabanji;m;4
1;Robert;m;4
1;Stephanus;m;4
1;Theodor;m;4
1;Ulrich;m;4
1;Wolfgang;m;4
1;Abu;w;3
1;Adriane;w;3
1;Adzo;w;3
1;Alaïa;w;3
1;Aleksandra;w;3
1;Aloisia;w;3
1;Amari;w;3
1;Amidala;w;3
1;Anaëlle;w;3
1;Angelou;w;3
1;Anita;w;3
1;Anka;w;3
1;Ann-Christin;w;3
1;Annemarie;w;3
1;Aaron;m;3
1;Annikki;w;3
1;Abram;m;3
1;Antoinette;w;3
1;Adjoa;m;3
1;Anuschka;w;3
1;Adriaan;m;3
1;Aroha;w;3
1;Adrian;m;3
1;Aurika;w;3
1;Adriano;m;3
1;Aurora;w;3
1;Ahmed;m;3
1;Ava;w;3
1;Ajawou;m;3
1;Awa;w;3
1;Alaa;m;3
1;Beatrice;w;3
1;Alain;m;3
1;Belinay;w;3
1;Albert;m;3
1;Belén;w;3
1;Alessandro;m;3
1;Benedetta;w;3
1;Alexis;m;3
1;Bernadette;w;3
1;Alfred;m;3
1;Bernd;w;3
1;Alois;m;3
1;Bettina;w;3
1;Alouis;m;3
1;Bibata;w;3
1;Amaru;m;3
1;Bilgin;w;3
1;Amin;m;3
1;Birgit;w;3
1;Andres;m;3
1;Bowie;w;3
1;Anno;m;3
1;Bärbel;w;3
1;Antonius;m;3
1;Börte;w;3
1;Ariel;m;3
1;Carmen;w;3
1;Arnold;m;3
1;Carola;w;3
1;Aron;m;3
1;Caroline;w;3
1;Ata;m;3
1;Catherine;w;3
1;Aulis;m;3
1;Chanel;w;3
1;Aurelius;m;3
1;Charly;w;3
1;Ayori;m;3
1;Chiara;w;3
1;Bakr;m;3
1;Christiane;w;3
1;Bartholomäus;m;3
1;Claudia;w;3
1;Bastian;m;3
1;Constanze;w;3
1;Bateer;m;3
1;Cornelia;w;3
1;Benedict;m;3
1;Cäcilia;w;3
1;Benjamin;m;3
1;Damayanti;w;3
1;Bernard;m;3
1;Dawood;w;3
1;Bernd;m;3
